   3.1250000000000002E-003   1.0420553309131719E-012
   1.5625000000000001E-003   6.6724403779971908E-014
   7.8125000000000004E-004   4.9960036108132044E-015
   3.9062500000000002E-004   5.5511151231257827E-016
   1.9531250000000001E-004   6.6613381477509392E-016
   9.7656250000000005E-005   3.3306690738754696E-015
   4.8828125000000003E-005   1.5543122344752192E-015
   2.4414062500000001E-005   9.9920072216264089E-016
   1.2207031250000001E-005   6.5503158452884236E-015
   6.1035156250000003E-006   1.5543122344752192E-015
   3.0517578125000002E-006   2.7755575615628914E-015
   1.5258789062500001E-006   1.5543122344752192E-015
   7.6293945312500004E-007   3.2751579226442118E-014
   3.8146972656250002E-007   3.8857805861880479E-015
   1.9073486328125001E-007   1.3655743202889425E-014
   9.5367431640625005E-008   5.2957638274619967E-014
   4.7683715820312503E-008   5.2180482157382357E-015
